"","concept_id","concept_code","concept_name","domain","vocabulary","is_standard","include_descendants"
"26","46270159","15712881000119105","Acute ST segment elevation myocardial infarction of anterolateral wall","Condition","SNOMED","S",NA
"27","46270160","15712961000119108","Acute ST segment elevation myocardial infarction of anteroseptal wall","Condition","SNOMED","S",NA
"28","46274044","15712921000119103","Acute ST segment elevation myocardial infarction of lateral wall","Condition","SNOMED","S",NA
"29","46270161","15713041000119103","Acute ST segment elevation myocardial infarction of posterior wall","Condition","SNOMED","S",NA
"30","46273495","15713201000119105","Acute ST segment elevation myocardial infarction of posterobasal wall","Condition","SNOMED","S",NA
"31","46270158","15712841000119100","Acute ST segment elevation myocardial infarction of posterolateral wall","Condition","SNOMED","S",NA
"32","46270164","15713161000119100","Acute ST segment elevation myocardial infarction of septum","Condition","SNOMED","S",NA
"33","46273188","712515002","Adenoma of ascending colon","Condition","SNOMED","S",NA
"34","46273186","712513009","Adenoma of descending colon","Condition","SNOMED","S",NA
"35","46273187","712514003","Adenoma of transverse colon","Condition","SNOMED","S",NA
"36","45773691","97881000119105","Adrenal incidentaloma","Condition","SNOMED","S",NA
"37","46270492","328611000119105","Adult pulmonary Langerhans cell histiocytosis","Condition","SNOMED","S",NA
"38","45769891","87471000119106","Ankle ulcer due to type 1 diabetes mellitus","Condition","SNOMED","S",NA
"39","45769888","87441000119104","Ankle ulcer due to type 2 diabetes mellitus","Condition","SNOMED","S",NA
"40","46269801","10692681000119108","Aspirin exacerbated respiratory disease","Condition","SNOMED","S",NA
"41","45772073","10742121000119104","Asthma in mother complicating childbirth","Condition","SNOMED","S",NA
"42","46274062","10692761000119107","Asthma-chronic obstructive pulmonary disease overlap syndrome","Condition","SNOMED","S",NA
"43","45771319","703184001","Asymptomatic occlusion of intracranial carotid artery","Condition","SNOMED","S",NA
"44","46271462","709587006","Atherosclerosis of autologous bypass graft of lower limb","Condition","SNOMED","S",NA
"45","46271459","709584004","Atherosclerosis of bypass graft of lower limb","Condition","SNOMED","S",NA
"46","46271460","709585003","Atherosclerosis of nonautologous biological bypass graft of lower limb","Condition","SNOMED","S",NA
"47","46270092","13790001000004101","Bacteremia due to Methicillin resistant Staphylococcus aureus","Condition","SNOMED","S",NA
"48","46285143","963741000000101","Bacterial meningoencephalomyelitis","Condition","SNOMED","S",NA
"49","45772061","104081000119103","Benign inverted papilloma","Condition","SNOMED","S",NA
"50","46271149","709203006","Benign neoplasm of brachial plexus","Condition","SNOMED","S",NA
"51","46271919","710193006","Benign odontogenic tumor of lower jaw","Condition","SNOMED","S",NA
"52","46271920","710194000","Benign odontogenic tumor of upper jaw","Condition","SNOMED","S",NA
"53","46269707","10624991000119103","Bronchopneumonia due to Achromobacter","Condition","SNOMED","S",NA
"54","46269708","10625031000119102","Bronchopneumonia due to anaerobic bacteria","Condition","SNOMED","S",NA
"55","46269709","10625071000119104","Bronchopneumonia due to bacteria","Condition","SNOMED","S",NA
"56","46269710","10625111000119106","Bronchopneumonia due to Escherichia coli","Condition","SNOMED","S",NA
"57","46269711","10625151000119107","Bronchopneumonia due to Group A Streptococcus","Condition","SNOMED","S",NA
"58","46269712","10625191000119102","Bronchopneumonia due to Group B Streptococcus","Condition","SNOMED","S",NA
"59","46269713","10625231000119106","Bronchopneumonia due to Haemophilus influenzae","Condition","SNOMED","S",NA
"60","46269714","10625271000119109","Bronchopneumonia due to Human metapneumovirus","Condition","SNOMED","S",NA
"61","46269715","10625311000119109","Bronchopneumonia due to Klebsiella pneumoniae","Condition","SNOMED","S",NA
"62","46269716","10625351000119105","Bronchopneumonia due to methicillin resistant Staphylococcus aureus","Condition","SNOMED","S",NA
"63","46269717","10625391000119100","Bronchopneumonia due to methicillin susceptible Staphylococcus aureus","Condition","SNOMED","S",NA
"64","46269718","10625431000119105","Bronchopneumonia due to Mycoplasma pneumoniae","Condition","SNOMED","S",NA
"65","46269719","10625471000119108","Bronchopneumonia due to Proteus mirabilis","Condition","SNOMED","S",NA
"66","46269720","10625511000119104","Bronchopneumonia due to Pseudomonas","Condition","SNOMED","S",NA
"67","46269721","10625551000119103","Bronchopneumonia due to respiratory syncytial virus","Condition","SNOMED","S",NA
"68","46269722","10625591000119108","Bronchopneumonia due to Staphylococcus","Condition","SNOMED","S",NA
"69","46269723","10625631000119108","Bronchopneumonia due to Staphylococcus aureus","Condition","SNOMED","S",NA
"70","46269724","10625671000119106","Bronchopneumonia due to Streptococcus","Condition","SNOMED","S",NA
"71","46269725","10625711000119105","Bronchopneumonia due to Streptococcus pneumoniae","Condition","SNOMED","S",NA
"72","46269726","10625751000119106","Bronchopneumonia due to virus","Condition","SNOMED","S",NA
"73","46270923","708921005","Carcinoma of central portion of breast","Condition","SNOMED","S",NA
"74","45773362","702369008","Carcinosarcoma of uterus","Condition","SNOMED","S",NA
"75","46269805","10750641000119101","Cardiac arrest due to failed attempted abortion","Condition","SNOMED","S",NA
"76","46274066","10811961000119109","Cardiac arrest due to incomplete miscarriage","Condition","SNOMED","S",NA
"77","46269812","10760181000119109","Cardiac arrest due to miscarriage","Condition","SNOMED","S",NA
"78","45773547","705061009","Childhood myelodysplastic syndrome","Condition","SNOMED","S",NA
"79","45769525","708198006","Chronic active hepatitis C","Condition","SNOMED","S",NA
"80","46271548","709687000","Chronic deep vein thrombosis of pelvic vein","Condition","SNOMED","S",NA
"81","46270070","132091000119104","Chronic deep venous thrombosis of lower limb due to and following coronary artery bypass grafting","Condition","SNOMED","S",NA
"82","46271022","709044004","Chronic kidney disease","Condition","SNOMED","S",NA
"83","46270353","284961000119106","Chronic kidney disease due to benign hypertension","Condition","SNOMED","S",NA
"84","45773688","96441000119101","Chronic kidney disease due to type 1 diabetes mellitus","Condition","SNOMED","S",NA
"85","46270354","284971000119100","Chronic kidney disease stage 1 due to benign hypertension","Condition","SNOMED","S",NA
"86","45773576","90721000119101","Chronic kidney disease stage 1 due to type 1 diabetes mellitus","Condition","SNOMED","S",NA
"87","46270355","284981000119102","Chronic kidney disease stage 2 due to benign hypertension","Condition","SNOMED","S",NA
"88","45769901","90731000119103","Chronic kidney disease stage 2 due to type 1 diabetes mellitus","Condition","SNOMED","S",NA
"89","46273636","284991000119104","Chronic kidney disease stage 3 due to benign hypertension","Condition","SNOMED","S",NA
"90","45771075","90741000119107","Chronic kidney disease stage 3 due to type 1 diabetes mellitus","Condition","SNOMED","S",NA
"91","46273514","285001000119105","Chronic kidney disease stage 4 due to benign hypertension","Condition","SNOMED","S",NA
"92","45769902","90751000119109","Chronic kidney disease stage 4 due to type 1 diabetes mellitus","Condition","SNOMED","S",NA
"93","46270356","285011000119108","Chronic kidney disease stage 5 due to benign hypertension","Condition","SNOMED","S",NA
"94","45769903","90761000119106","Chronic kidney disease stage 5 due to type 1 diabetes mellitus","Condition","SNOMED","S",NA
"95","46272972","711435001","Chronic migratory panniculitis","Condition","SNOMED","S",NA
"96","46269802","10692721000119102","Chronic obstructive asthma co-occurrent with acute exacerbation of asthma","Condition","SNOMED","S",NA
"97","46269701","106001000119101","Chronic obstructive lung disease co-occurrent with acute bronchitis","Condition","SNOMED","S",NA
"98","46270074","133171000119105","Chronic pharyngolaryngitis","Condition","SNOMED","S",NA
"99","46269693","102361000119104","Chronic pneumonia","Condition","SNOMED","S",NA
"100","45771016","707413005","Chronic pulmonary thromboembolism without pulmonary hypertension","Condition","SNOMED","S",NA
"101","46270157","15712441000119103","Chronic thrombosis of inferior vena cava","Condition","SNOMED","S",NA
"102","46271475","709602009","Chronic thrombosis of superficial vein of lower limb","Condition","SNOMED","S",NA
"103","45769837","72141000119104","Chronic ulcer of skin due to type 1 diabetes mellitus","Condition","SNOMED","S",NA
"104","45772057","103611000119102","Cirrhosis of liver due to hepatitis B","Condition","SNOMED","S",NA
"105","46284566","949401000000103","CKD G1A1 - chronic kidney disease with glomerular filtration rate category G1 and albuminuria category A1","Condition","SNOMED","S",NA
"106","46284567","949421000000107","CKD G1A2 - chronic kidney disease with glomerular filtration rate category G1 and albuminuria category A2","Condition","SNOMED","S",NA
"107","46284570","949481000000108","CKD G1A3 - chronic kidney disease with glomerular filtration rate category G1 and albuminuria category A3","Condition","SNOMED","S",NA
"108","46284572","949521000000108","CKD G2A1 - chronic kidney disease with glomerular filtration rate category G2 and albuminuria category A1","Condition","SNOMED","S",NA
"109","46287169","949561000000100","CKD G2A2 - chronic kidney disease with glomerular filtration rate category G2 and albuminuria category A2","Condition","SNOMED","S",NA
"110","46284575","949621000000109","CKD G2A3 - chronic kidney disease with glomerular filtration rate category G2 and albuminuria category A3","Condition","SNOMED","S",NA
"111","46284587","949881000000106","CKD G3aA1 - chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A1","Condition","SNOMED","S",NA
"112","46286992","949901000000109","CKD G3aA2 - chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A2","Condition","SNOMED","S",NA
"113","46284588","949921000000100","CKD G3aA3 - chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A3","Condition","SNOMED","S",NA
"114","46284591","950061000000103","CKD G3bA1 - chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A1","Condition","SNOMED","S",NA
"115","46284592","950081000000107","CKD G3bA2 - chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A2","Condition","SNOMED","S",NA
"116","46284593","950101000000101","CKD G3bA3 - chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A3","Condition","SNOMED","S",NA
"117","46284597","950181000000106","CKD G4A1 - chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A1","Condition","SNOMED","S",NA
"118","46284598","950211000000107","CKD G4A2 - chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A2","Condition","SNOMED","S",NA
"119","46284599","950231000000104","CKD G4A3 - chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A3","Condition","SNOMED","S",NA
"120","46284600","950251000000106","CKD G5A1 - chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A1","Condition","SNOMED","S",NA
"121","46284602","950291000000103","CKD G5A2 - chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A2","Condition","SNOMED","S",NA
"122","46284603","950311000000102","CKD G5A3 - chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A3","Condition","SNOMED","S",NA
"123","46269694","102451000119107","Complete atrioventricular block as complication of atrioventricular nodal ablation","Condition","SNOMED","S",NA
"124","45771300","702753003","Complete partial seizure of uncertain origin","Condition","SNOMED","S",NA
"125","46273398","84171000119106","Complex partial seizure of frontal lobe","Condition","SNOMED","S",NA
"126","46273399","84181000119109","Complex partial seizure of occipital lobe","Condition","SNOMED","S",NA
"127","46273397","84161000119100","Complex partial seizure of parietal lobe","Condition","SNOMED","S",NA
"128","45771351","936271000000100","Congenital anomaly of precerebral vessel","Condition","SNOMED","S",NA
"129","45773171","703221003","Congenital intracranial vascular malformation","Condition","SNOMED","S",NA
"130","45769894","87921000119104","Cranial nerve palsy due to type 2 diabetes mellitus","Condition","SNOMED","S",NA
"131","45769832","72021000119109","Dermopathy due to type 1 diabetes mellitus","Condition","SNOMED","S",NA
"132","45771258","702411003","DICER1 syndrome","Condition","SNOMED","S",NA
"133","46270966","708971008","Diffuse sclerosing papillary thyroid carcinoma","Condition","SNOMED","S",NA
"134","45772779","705066004","Dissection of internal carotid artery","Condition","SNOMED","S",NA
"135","45772129","39191000119103","Disseminated intravascular coagulation due to placental abruption","Condition","SNOMED","S",NA
"136","46269821","1082701000119105","Duodenal hemorrhage due to angiodysplasia of duodenum","Condition","SNOMED","S",NA
"137","46269892","1086031000119101","Duodenal hemorrhage due to Dieulafoy lesion of duodenum","Condition","SNOMED","S",NA
"138","45769564","708248004","End stage liver disease","Condition","SNOMED","S",NA
"139","46273164","712487000","End stage renal disease due to benign hypertension","Condition","SNOMED","S",NA
"140","45769904","90771000119100","End stage renal disease on dialysis due to type 1 diabetes mellitus","Condition","SNOMED","S",NA
"141","45769906","90791000119104","End stage renal disease on dialysis due to type 2 diabetes mellitus","Condition","SNOMED","S",NA
"142","46273369","72181000119109","Endocarditis due to systemic lupus erythematosus","Condition","SNOMED","S",NA
"143","45771318","703179007","Endocarditis of prosthetic mitral valve","Condition","SNOMED","S",NA
"144","45771320","703190002","Endocarditis of prosthetic tricuspid valve","Condition","SNOMED","S",NA
"145","45772937","707446004","Exacerbation of moderate persistent asthma","Condition","SNOMED","S",NA
"146","46274130","13841000119107","Exudative pleural effusion","Condition","SNOMED","S",NA
"147","46269819","1082631000119106","Gastric hemorrhage due to allergic gastritis","Condition","SNOMED","S",NA
"148","46269822","1082711000119108","Gastric hemorrhage due to angiodysplasia of stomach","Condition","SNOMED","S",NA
"149","46270145","150721000119102","Gastric hemorrhage due to atrophic gastritis","Condition","SNOMED","S",NA
"150","46269837","1085121000119107","Gastric hemorrhage due to chronic superficial gastritis","Condition","SNOMED","S",NA
"151","46269893","1086041000119105","Gastric hemorrhage due to Dieulafoy lesion of stomach","Condition","SNOMED","S",NA
"152","46270025","123411000119106","Gastric hemorrhage due to eosinophilic gastritis","Condition","SNOMED","S",NA
"153","46269910","1087081000119102","Gastric hemorrhage due to Helicobacter pylori","Condition","SNOMED","S",NA
"154","46269911","1087161000119105","Gastric hemorrhage due to hypertrophic gastritis","Condition","SNOMED","S",NA
"155","46269912","1087811000119103","Gastric hemorrhage due to irritant gastritis","Condition","SNOMED","S",NA
"156","46269935","1090361000119108","Gastric hemorrhage due to pyloric gastritis","Condition","SNOMED","S",NA
"157","46269908","1086951000119108","Gastric hemorrhage due to vascular ectasia of gastric antrum","Condition","SNOMED","S",NA
"158","46269953","1092941000119109","Gastric hemorrhage due to viral gastritis","Condition","SNOMED","S",NA
"159","46271213","709287005","Gastrointestinal stromal neoplasm of duodenum","Condition","SNOMED","S",NA
"160","46271155","709210000","Giant cell neoplasm of bone of pelvis","Condition","SNOMED","S",NA
"161","46271150","709204000","Giant cell neoplasm of clavicle","Condition","SNOMED","S",NA
"162","46271159","709214009","Giant cell neoplasm of long bone of lower limb","Condition","SNOMED","S",NA
"163","46271156","709211001","Giant cell neoplasm of mandible","Condition","SNOMED","S",NA
"164","46271151","709205004","Giant cell neoplasm of sacrum","Condition","SNOMED","S",NA
"165","46271934","710211000","Giant cell tumor of bone and articular cartilage","Condition","SNOMED","S",NA
"166","46273835","710205003","Giant cell tumor of craniofacial bones","Condition","SNOMED","S",NA
"167","46271932","710209009","Giant cell tumor of long bone of upper limb","Condition","SNOMED","S",NA
"168","46273199","712527004","Giant cell tumor of short bone of lower limb","Condition","SNOMED","S",NA
"169","46273198","712526008","Giant cell tumor of short bone of upper limb","Condition","SNOMED","S",NA
"170","46274096","709147009","Gingivitis co-occurrent with diabetes mellitus","Condition","SNOMED","S",NA
"171","45772019","41911000119107","Glaucoma due to type 2 diabetes mellitus","Condition","SNOMED","S",NA
"172","45772914","707221002","Glomerulosclerosis of kidney due to diabetes mellitus","Condition","SNOMED","S",NA
"173","46271210","709284003","Glomus neoplasm of mastoid","Condition","SNOMED","S",NA
"174","45773075","703276005","Heart failure with reduced ejection fraction due to heart valve disease","Condition","SNOMED","S",NA
"175","46272978","711441008","Hemorrhage of cecum","Condition","SNOMED","S",NA
"176","46273470","1086551000119102","Hemorrhage of cecum due to diverticulosis","Condition","SNOMED","S",NA
"177","46273182","712509002","Hemorrhage of jejunum","Condition","SNOMED","S",NA
"178","46269906","1086581000119109","Hemorrhage of jejunum with diverticulosis","Condition","SNOMED","S",NA
"179","46269901","1086461000119101","Hemorrhage of small intestine due to diverticulitis","Condition","SNOMED","S",NA
"180","46270529","40271000119102","Hemorrhage of small intestine with diverticulosis","Condition","SNOMED","S",NA
"181","46269904","1086561000119100","Hemorrhage with diverticulosis of duodenum","Condition","SNOMED","S",NA
"182","46269905","1086571000119106","Hemorrhage with diverticulosis of ileum","Condition","SNOMED","S",NA
"183","46273476","1092801000119102","Hepatic ascites co-occurrent with chronic active hepatitis due to toxic liver disease","Condition","SNOMED","S",NA
"184","46269814","1082511000119102","Hepatic coma due to acute hepatic failure","Condition","SNOMED","S",NA
"185","46270037","125921000119106","Hepatic coma due to acute hepatitis C","Condition","SNOMED","S",NA
"186","46269818","1082621000119108","Hepatic coma due to alcoholic liver failure","Condition","SNOMED","S",NA
"187","46269836","1085091000119108","Hepatic coma due to chronic hepatic failure","Condition","SNOMED","S",NA
"188","46270152","153091000119109","Hepatic coma due to chronic hepatitis B with delta agent","Condition","SNOMED","S",NA
"189","46270142","146371000119104","Hepatic coma due to chronic hepatitis C","Condition","SNOMED","S",NA
"190","46269697","103931000119102","Hepatic coma due to hepatitis","Condition","SNOMED","S",NA
"191","46269949","1092691000119109","Hepatic coma due to subacute liver failure","Condition","SNOMED","S",NA
"192","46284256","943041000000105","HIV (human immunodeficiency virus) disease resulting in haematological and immunological abnormalities","Condition","SNOMED","S",NA
"193","46284985","959281000000105","Holiday heart syndrome","Condition","SNOMED","S",NA
"194","45770880","137931000119102","Hyperlipidemia due to type 2 diabetes mellitus","Condition","SNOMED","S",NA
"195","45772751","704667004","Hypertension concurrent and due to end stage renal disease on dialysis","Condition","SNOMED","S",NA
"196","45771067","71701000119105","Hypertension in chronic kidney disease due to type 1 diabetes mellitus","Condition","SNOMED","S",NA
"197","45771064","71421000119105","Hypertension in chronic kidney disease due to type 2 diabetes mellitus","Condition","SNOMED","S",NA
"198","45769876","84371000119108","Hypoglycemia due to type 1 diabetes mellitus","Condition","SNOMED","S",NA
"199","45772060","119831000119106","Hypoglycemia unawareness due to type 2 diabetes mellitus","Condition","SNOMED","S",NA
"200","46270369","290871000119101","Infantile spasms co-occurrent with status epilepticus","Condition","SNOMED","S",NA
"201","45769875","84361000119102","Insulin reactive hypoglycemia due to type 2 diabetes mellitus","Condition","SNOMED","S",NA
"202","46270030","125021000119107","Intermittent asthma co-occurrent with allergic rhinitis","Condition","SNOMED","S",NA
"203","46270322","1741000119102","Intermittent asthma uncontrolled","Condition","SNOMED","S",NA
"204","46273183","712510007","Intestinal hemorrhage","Condition","SNOMED","S",NA
"205","46269907","1086601000119100","Intestinal hemorrhage with diverticulosis","Condition","SNOMED","S",NA
"206","46273400","84211000119108","Intractable complex partial parietal lobe epilepsy","Condition","SNOMED","S",NA
"207","46273401","84221000119101","Intractable partial frontal lobe epilepsy with impairment of consciousness","Condition","SNOMED","S",NA
"208","46274016","84231000119103","Intractable partial occipital lobe epilepsy with impairment of consciousness","Condition","SNOMED","S",NA
"209","45771072","140521000119107","Ischemic ulcer of foot due to type 2 diabetes mellitus","Condition","SNOMED","S",NA
"210","46272435","710798009","Juvenile hemangioendothelioma","Condition","SNOMED","S",NA
"211","45769791","708518001","Juvenile papillomatosis of breast","Condition","SNOMED","S",NA
"212","45772935","707431006","Langerhans cell histiocytosis of diaper area","Condition","SNOMED","S",NA
"213","46270341","2460001000004103","Lipoma of pleura","Condition","SNOMED","S",NA
"214","45770830","97331000119101","Macular edema and retinopathy due to type 2 diabetes mellitus","Condition","SNOMED","S",NA
"215","46272503","710878005","Mahaim fiber tachycardia","Condition","SNOMED","S",NA
"216","46271402","709517003","Malignant carcinoid tumor of small intestine","Condition","SNOMED","S",NA
"217","46271647","709830006","Malignant carcinoid tumor of stomach","Condition","SNOMED","S",NA
"218","45771014","707350007","Malignant melanoma of accessory sinus","Condition","SNOMED","S",NA
"219","45770824","94281000119101","Malignant multiple endocrine neoplasia type 2a","Condition","SNOMED","S",NA
"220","45769408","708054009","Malignant neoplasm after immunosuppressive therapy","Condition","SNOMED","S",NA
"221","46273197","712525007","Malignant neoplasm of short bone of lower limb","Condition","SNOMED","S",NA
"222","46271011","709031009","Malignant neoplasm of superior wall of nasopharynx","Condition","SNOMED","S",NA
"223","46271921","710195004","Malignant odontogenic neoplasm of lower jaw","Condition","SNOMED","S",NA
"224","46271922","710196003","Malignant odontogenic tumor of upper jaw","Condition","SNOMED","S",NA
"225","46270069","131411000119107","Meningitis caused by arbovirus infection","Condition","SNOMED","S",NA
"226","46269916","1089781000119109","Meningitis due to Chagas disease","Condition","SNOMED","S",NA
"227","46269857","1085361000119104","Meningitis due to Cytomegaloviral Mononucleosis","Condition","SNOMED","S",NA
"228","46269917","1089791000119107","Meningitis due to infectious mononucleosis","Condition","SNOMED","S",NA
"229","46269919","1089811000119106","Meningoencephalitis due to Acanthamoeba","Condition","SNOMED","S",NA
"230","46269920","1089821000119104","Meningoencephalitis due to Chagas disease","Condition","SNOMED","S",NA
"231","46270062","128211000119102","Meningoencephalitis due to free-living ameba","Condition","SNOMED","S",NA
"232","45772700","704152002","Metastatic neuroblastoma","Condition","SNOMED","S",NA
"233","45773365","702392008","Metastatic renal cell carcinoma","Condition","SNOMED","S",NA
"234","45769905","90781000119102","Microalbuminuria due to type 2 diabetes mellitus","Condition","SNOMED","S",NA
"235","46269776","10675871000119106","Mild persistent allergic asthma","Condition","SNOMED","S",NA
"236","46270029","125011000119100","Mild persistent asthma co-occurrent with allergic rhinitis","Condition","SNOMED","S",NA
"237","46270969","708975004","Mixed renal osteodystrophy","Condition","SNOMED","S",NA
"238","45770881","138921000119104","Moderate nonproliferative retinopathy due to type 2 diabetes mellitus","Condition","SNOMED","S",NA
"239","46269784","10676391000119108","Moderate persistent allergic asthma","Condition","SNOMED","S",NA
"240","46273454","125001000119103","Moderate persistent asthma co-occurrent with allergic rhinitis","Condition","SNOMED","S",NA
"241","46269742","10629351000119108","Myocarditis due to Influenza A virus","Condition","SNOMED","S",NA
"242","46270123","142951000119106","Myocarditis due to Influenza A virus subtype H1N1","Condition","SNOMED","S",NA
"243","46273471","1089931000119105","Myocarditis due to scarlet fever","Condition","SNOMED","S",NA
"244","46271935","710212007","Neoplasm of cervical spinal nerve","Condition","SNOMED","S",NA
"245","46271148","709202001","Neoplasm of sacroiliac joint","Condition","SNOMED","S",NA
"246","46271214","709289008","Neoplasm of vertebra","Condition","SNOMED","S",NA
"247","46270384","295101000119105","Nephropathy co-occurrent and due to systemic lupus erythematosus","Condition","SNOMED","S",NA
"248","45769829","71721000119101","Nephrotic syndrome due to type 1 diabetes mellitus","Condition","SNOMED","S",NA
"249","45769828","71441000119104","Nephrotic syndrome due to type 2 diabetes mellitus","Condition","SNOMED","S",NA
"250","45769056","707625001","Neuroendocrine neoplasm of larynx","Condition","SNOMED","S",NA
"251","45769033","707594002","Neuroendocrine neoplasm of lung","Condition","SNOMED","S",NA
"252","45769830","71771000119100","Neuropathic arthropathy due to type 1 diabetes mellitus","Condition","SNOMED","S",NA
"253","45769123","707705008","Nonkeratinizing carcinoma of the nasopharynx","Condition","SNOMED","S",NA
"254","45769834","72041000119103","Osteomyelitis due to type 1 diabetes mellitus","Condition","SNOMED","S",NA
"255","45769836","72061000119104","Osteomyelitis due to type 2 diabetes mellitus","Condition","SNOMED","S",NA
"256","45769059","707628004","Overlapping squamous cell carcinoma of hypopharynx","Condition","SNOMED","S",NA
"257","46273955","711329002","Papilloma","Condition","SNOMED","S",NA
"258","45772710","704249000","Pathologic fracture of proximal femur at site of neoplasm","Condition","SNOMED","S",NA
"259","45770875","11311721000119107","Pathologic fracture of sacral vertebra at site of neoplasm","Condition","SNOMED","S",NA
"260","46269902","1086481000119105","Perforation of small intestine co-occurrent with hemorrhage due to diverticulitis","Condition","SNOMED","S",NA
"261","46271363","709471005","Periodontitis co-occurrent with leukemia","Condition","SNOMED","S",NA
"262","45769780","708504008","Periosteal osteosarcoma of jaw","Condition","SNOMED","S",NA
"263","46269700","105901000119108","Pleural effusion due to bacterial infection","Condition","SNOMED","S",NA
"264","45769094","707670009","Pleuropulmonary blastoma","Condition","SNOMED","S",NA
"265","45769095","707671008","Pleuropulmonary blastoma type I","Condition","SNOMED","S",NA
"266","45769096","707672001","Pleuropulmonary blastoma type II","Condition","SNOMED","S",NA
"267","45769097","707673006","Pleuropulmonary blastoma type III","Condition","SNOMED","S",NA
"268","46269954","1092951000119106","Pneumonia due to Bordetella parapertussis","Condition","SNOMED","S",NA
"269","46270121","142931000119100","Pneumonia due to H1N1 influenza","Condition","SNOMED","S",NA
"270","46270318","16311000119108","Pneumonia due to influenza","Condition","SNOMED","S",NA
"271","46270027","124691000119101","Pneumonia due to methicillin resistant Staphylococcus aureus","Condition","SNOMED","S",NA
"272","46274035","128711000119106","Pneumonia due to methicillin susceptible Staphylococcus aureus","Condition","SNOMED","S",NA
"273","45771017","707420003","Portal hypertension due to cystic fibrosis","Condition","SNOMED","S",NA
"274","46271323","709424004","Postoperative hemorrhage of anus","Condition","SNOMED","S",NA
"275","45770903","129561000119108","Prerenal renal failure","Condition","SNOMED","S",NA
"276","45769030","707590006","Primary acinar cell carcinoma of oropharynx","Condition","SNOMED","S",NA
"277","45771012","707339009","Primary adenocarcinoma of maxillary sinus","Condition","SNOMED","S",NA
"278","45771018","707424007","Primary adenosquamous cell carcinoma of larynx","Condition","SNOMED","S",NA
"279","45772941","707481002","Primary basaloid squamous cell carcinoma of hypopharynx","Condition","SNOMED","S",NA
